129,1259,143,1259,143,1277,129,1277,9
146,1261,204,1261,204,1276,146,1276,771729
211,1262,268,1262,268,1279,211,1279,040004
289,1234,349,1234,349,1249,289,1249,05006
137,1217,180,1217,180,1232,137,1232,ISSN
184,1215,221,1215,221,1232,184,1232,1729
221,1216,232,1216,232,1233,221,1233,-
232,1219,271,1219,271,1234,232,1234,0406
386,1214,425,1214,425,1244,386,1244,На
426,1214,526,1214,526,1247,426,1247,берегах
521,1217,636,1217,636,1252,521,1252,Иравади
717,1183,823,1183,823,1226,717,1226,Чарльза
620,1189,714,1189,714,1222,620,1222,принца
486,1183,616,1183,616,1221,486,1221,Хозяйство
390,1180,478,1180,478,1218,390,1218,России
370,1178,388,1178,388,1211,370,1211,В
205,1171,366,1171,366,1216,205,1216,Переселенцы
741,1077,888,1077,888,1134,741,1134,событий
546,1077,738,1077,738,1138,546,1138,библейских
413,1081,540,1081,540,1131,413,1131,версию
327,1074,413,1074,413,1127,327,1127,свою
145,1074,324,1074,324,1126,145,1126,предлагает
474,786,558,786,558,852,474,852,ОТ
347,788,797,788,797,1078,347,1078,Иуды
165,623,697,623,697,791,165,791,Евангелие
699,376,888,376,888,421,699,421,РОССИЯ
140,232,879,232,879,393,140,393,GEOGRAPHIC
135,123,193,123,193,146,135,146,www
193,120,203,120,203,146,193,146,.
204,123,325,123,325,140,204,140,NATIONAL
328,118,338,118,338,138,328,138,-
341,111,494,111,494,135,341,135,GEOGRAPHIC
495,116,509,116,509,129,495,129,.
505,104,542,104,542,126,505,126,RU
736,83,789,83,789,112,736,112,МАЙ
801,79,871,79,871,107,801,107,2006
237,135,764,135,764,269,237,269,NATIONAL
108,70,227,70,227,103,108,103,НАЙДЕН
241,66,264,66,264,100,241,100,и
679,25,912,25,912,68,679,68,МАНУСКРИПТ
521,43,667,43,667,81,521,81,ДРЕВНИЙ
278,57,507,57,507,90,278,90,РАСШИФРОВАН
388,1147,563,1147,563,1183,388,1183,Приполярный
565,1146,634,1146,634,1185,565,1185,Урал
