599,1095,673,1095,673,1178,599,1178,EAC
197,1125,452,1125,452,1151,197,1151,www.зеленая-грядка.рф
196,1086,226,1086,226,1112,196,1112,Не
231,1092,332,1092,332,1117,231,1117,содержит
335,1090,392,1090,392,1114,335,1114,ГМО.
197,1056,314,1056,314,1082,197,1082,Выращено
318,1063,335,1063,335,1080,318,1080,B
338,1061,483,1061,483,1084,338,1084,защищенном
487,1064,559,1064,559,1087,487,1087,грунте
200,898,441,898,441,973,200,973,Томаты
464,914,665,914,665,992,464,992,черри
326,423,590,423,590,523,326,523,грядка
273,349,586,349,586,461,273,461,Зелёная
365,287,392,287,392,316,365,316,К
410,306,505,306,505,322,410,322,РОСКАЧЕСТВОМ
407,292,506,292,506,307,407,307,ПРОВЕРЕНО
412,279,453,279,453,289,412,289,###
452,279,469,279,469,288,452,288,###
469,278,502,278,502,288,469,288,###
