457,1295,650,1295,650,1325,457,1325,COMPACT
412,982,440,982,440,1015,412,1015,25
409,883,450,883,450,913,409,913,30'
521,816,592,816,592,847,521,847,Стоп
654,867,693,867,693,893,654,893,5'
688,963,722,963,722,997,688,997,10'
502,738,676,738,676,781,502,781,Автостарт
739,458,830,458,830,491,739,491,Макс.
301,424,386,424,386,459,301,459,Сохр.
296,454,390,454,390,485,296,485,тепла
511,247,609,247,609,292,511,292,400Вт
684,319,783,319,783,351,684,351,600Вт
285,295,451,295,451,334,285,334,Размораж.
477,92,711,92,711,146,477,146,Мощность
961,1141,995,1141,995,1184,961,1184,РС
