165,1230,408,1230,408,1247,165,1247,SOKOL_COFFEE_KRASNOPRUDNAYA
144,1194,451,1194,451,1216,144,1216,#SOKOLCOFFEEKRASNOPRUDNAYA
376,1134,423,1134,423,1162,376,1162,7/9
144,1134,367,1134,367,1167,144,1167,Краснопрудная
145,1097,254,1097,254,1127,145,1127,Москва
210,836,488,836,488,1019,210,1019,10%
321,815,411,815,411,838,321,838,ФЛАЕРУ
231,814,313,814,313,835,231,835,ЭТОМУ
339,780,371,780,371,799,339,799,ПО
232,775,332,775,332,803,232,803,СКИДКА
231,741,472,741,472,767,231,767,ДЕСЕРТА/СЭНДВИЧА
329,707,431,707,431,731,329,731,ЛЮБОГО
305,708,320,708,320,727,305,727,и
235,707,298,707,298,727,235,727,КОФЕ
291,675,401,675,401,693,291,693,ПОКУПКЕ
235,673,282,673,282,693,235,693,ПРИ
463,535,760,535,760,603,463,603,СТАКАНЧИКЕ!
390,571,454,571,454,612,390,612,НА
519,486,715,486,715,545,519,545,ПОРТРЕТ
383,504,504,504,504,561,383,561,свой
559,384,722,384,722,423,559,423,ПОЛУЧИ
518,381,545,381,545,416,518,416,И
521,303,731,303,731,371,521,371,КОФЕ
519,217,857,217,857,294,519,294,ЗАКАЖИ
219,310,243,310,243,345,219,345,ESTD
254,351,284,351,284,374,254,374,GET
290,352,340,352,340,380,290,380,FIRST
352,316,372,316,372,351,352,351,2018
209,203,281,203,281,303,209,303,SOKOL
297,203,384,203,384,311,297,311,COFFEE
