276,332,339,332,339,383,276,383,ул.
281,434,352,434,352,485,281,485,ул.
288,513,355,513,355,559,288,559,ул.
293,582,366,582,366,637,293,637,ул.
300,715,600,715,600,770,300,770,МЕДИЦИНСКИЙ
607,725,731,725,731,776,607,776,ЦЕНТР
441,790,636,790,636,838,441,838,НОВОМЕД
828,817,857,817,857,833,828,833,###
795,810,826,810,826,834,795,834,42
375,583,644,583,644,640,375,640,АНАПСКОЕ
657,598,823,598,823,653,657,653,ШОССЕ
373,506,594,506,594,564,373,564,СОВЕТОВ
371,434,714,434,714,504,371,504,КУТУЗОВСКАЯ
363,334,776,334,776,415,363,415,МАГИСТРАЛЬНАЯ
