837,1140,858,1140,858,1157,837,1157,Арт.
859,1139,893,1139,893,1158,859,1158,78556
799,1189,809,1189,809,1208,799,1208,4
810,1190,851,1190,851,1206,810,1206,690302
851,1190,893,1190,893,1205,851,1205,495190
237,1191,447,1191,447,1232,237,1232,СОХРАНИМ
455,1181,617,1181,617,1230,455,1230,ПЛАНЕТУ
624,1172,772,1172,772,1219,624,1219,ВМЕСТЕ!
296,1139,363,1139,363,1154,296,1154,Заботясь
364,1137,374,1137,374,1153,364,1153,###
376,1137,429,1137,429,1154,376,1154,чистоте
431,1134,520,1134,520,1158,431,1158,окружающей
522,1131,567,1131,567,1149,522,1149,среды,
567,1131,589,1131,589,1146,567,1146,мы
589,1125,668,1125,668,1144,589,1144,используем
669,1122,710,1122,710,1141,669,1141,только
309,1151,428,1151,428,1171,309,1171,биоразлагаемые
426,1155,480,1155,480,1170,426,1170,пакеты,
481,1145,538,1145,538,1168,481,1168,которые
538,1143,615,1143,615,1164,538,1164,безопасны
611,1143,639,1143,639,1159,611,1159,для
637,1138,700,1138,700,1157,637,1157,природы.
235,554,757,554,757,638,235,638,FABERLIC
184,735,825,735,825,934,184,934,faberlic.com
