1034,336,1076,336,1076,600,1034,600,Воскресенье
931,278,994,278,994,696,931,696,ВЫХОДНОЙ
833,565,872,565,872,656,833,656,9-00
841,476,853,476,853,500,841,500,###
828,314,868,314,868,426,828,426,15-00
745,310,796,310,796,664,745,664,СУББОТА:
625,631,673,631,673,768,625,768,БЕЗ
622,216,673,216,673,609,622,609,ПЕРЕРЫВА
560,565,598,565,598,660,560,660,8-30
567,481,579,481,579,498,567,498,###
558,297,597,297,597,409,558,409,17-30
475,554,520,554,520,783,475,783,ЧАСЫ
469,201,518,201,518,533,469,533,РАБОТЫ:
317,176,393,176,393,818,317,818,ЭлектроБАЗАр
