460,533,469,533,469,544,460,544,и
471,531,503,531,503,546,471,546,кофе
504,531,525,531,525,544,504,544,0,2
461,515,496,515,496,530,461,530,Кусок
498,516,540,516,540,528,498,528,пиццы
468,446,542,446,542,486,468,486,95₽
562,448,623,448,623,477,562,477,###
293,508,346,508,346,558,293,558,о
357,507,402,507,402,556,357,556,D
414,390,437,390,437,432,414,432,###
356,405,406,405,406,457,356,457,D
286,407,340,407,340,457,286,457,o
252,389,278,389,278,440,252,440,D
386,442,425,442,425,498,386,498,О
410,479,432,479,432,538,410,538,О
268,446,309,446,309,503,268,503,о
256,432,268,432,268,480,256,480,###
264,485,288,485,288,545,264,545,D
452,378,661,378,661,418,452,418,ЗАВТРАК
452,351,518,351,518,367,452,367,КАЖДЫЙ
522,351,561,351,561,366,522,366,ДЕНЬ
564,349,638,349,638,364,564,364,7:30-12:00
