1406,478,1449,478,1449,593,1406,593,DE68-03889A
1272,533,1322,533,1322,560,1272,560,57%
1278,580,1347,580,1347,606,1278,606,###
1124,572,1160,572,1160,604,1124,604,Вт
1059,578,1123,578,1123,607,1059,607,печи,
870,576,1055,576,1055,612,870,612,микроволновой
740,587,867,587,867,618,740,618,мощность
614,588,739,588,739,622,614,622,Выходная
1072,530,1102,530,1102,559,1072,559,%
933,533,1060,533,1060,566,933,566,действия,
801,540,930,540,930,565,801,565,полезного
614,539,797,539,797,572,614,572,Коэффициент
614,479,728,479,728,515,614,515,Модель
615,421,806,421,806,453,615,453,Изготовитель
1234,487,1322,487,1322,514,1234,514,MW73BR
1203,392,1342,392,1342,416,1203,416,SAMSUNG
615,356,1097,356,1097,414,615,414,ЭФФЕКТИВНОСТЬ
618,310,1101,310,1101,367,618,367,ЭНЕРГЕТИЧЕСКАЯ
1319,310,1374,310,1374,336,1319,336,ПЕЧИ
1134,306,1317,306,1317,341,1134,341,МИКРОВОЛНОВОЙ
