304,941,423,941,423,1013,304,1013,радует
430,971,611,971,611,1042,430,1042,завтрак
613,961,688,961,688,1022,613,1022,обед
695,963,717,963,717,1010,695,1010,и
720,942,792,942,792,1009,720,1009,ужин
332,887,429,887,429,948,332,948,Если
434,916,504,916,504,961,434,961,ты
511,920,558,920,558,962,511,962,не
565,891,766,891,766,971,565,971,простужен
545,843,736,843,736,910,545,910,ТераФлю:
479,863,548,863,548,902,479,902,от
369,839,478,839,478,898,369,898,Совет
292,706,562,706,562,800,292,800,НЕКОГДА
574,706,811,706,811,796,574,796,БОЛЕТЬ!
271,531,828,531,828,719,271,719,ТераФлю
